Well_Num,region_name,trend_line_slope,trend_line_int,state,category,period,month,time_scale
236,Thompson / Okanagan,-0.4536,26.2682,Increasing,Stable or Increasing,Yearly,NA,10 Years
255,South Coast,-0.0231,2.6849,Stable,Stable or Increasing,Yearly,NA,10 Years
303,West Coast,-0.1548,24.8794,Stable,Stable or Increasing,Yearly,NA,10 Years
408,South Coast,0.0041,21.9105,Stable,Stable or Increasing,Yearly,NA,10 Years
262,Thompson / Okanagan,-0.3694,58.5625,Stable,Stable or Increasing,Yearly,NA,10 Years
258,West Coast,-0.1082,11.9657,Stable,Stable or Increasing,Yearly,NA,10 Years
260,Cariboo,-0.0439,64.1152,Stable,Stable or Increasing,Yearly,NA,10 Years
259,South Coast,0.013,1.1531,Stable,Stable or Increasing,Yearly,NA,10 Years
275,South Coast,-0.0709,5.5869,Increasing,Stable or Increasing,Yearly,NA,10 Years
261,Cariboo,-0.2586,25.9121,Stable,Stable or Increasing,Yearly,NA,10 Years
380,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
321,West Coast,-0.2606,13.204,Increasing,Stable or Increasing,Yearly,NA,10 Years
290,West Coast,0.0442,0.8106,Stable,Stable or Increasing,Yearly,NA,10 Years
272,South Coast,0.0286,4.9228,Stable,Stable or Increasing,Yearly,NA,10 Years
047,Thompson / Okanagan,-0.0987,6.8425,Stable,Stable or Increasing,Yearly,NA,10 Years
376,Cariboo,-0.0787,5.6314,Stable,Stable or Increasing,Yearly,NA,10 Years
399,Thompson / Okanagan,-0.0126,1.7877,Stable,Stable or Increasing,Yearly,NA,10 Years
282,Thompson / Okanagan,0.2262,6.9968,Stable,Stable or Increasing,Yearly,NA,10 Years
284,West Coast,-0.0662,1.385,Increasing,Stable or Increasing,Yearly,NA,10 Years
283,West Coast,-0.0011,5.2014,Stable,Stable or Increasing,Yearly,NA,10 Years
286,Northeast,-0.1946,14.284,Increasing,Stable or Increasing,Yearly,NA,10 Years
289,Cariboo,0.1039,9.0446,Stable,Stable or Increasing,Yearly,NA,10 Years
287,West Coast,0.2916,5.687,Large Rate of Decline,Large Rate of Decline,Yearly,NA,10 Years
288,West Coast,0.1063,14.3054,Large Rate of Decline,Large Rate of Decline,Yearly,NA,10 Years
305,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
291,Kootenay / Boundary,0.6352,4.8652,Large Rate of Decline,Large Rate of Decline,Yearly,NA,10 Years
292,South Coast,0.0242,9.9015,Stable,Stable or Increasing,Yearly,NA,10 Years
293,Omineca,-0.141,9.4488,Stable,Stable or Increasing,Yearly,NA,10 Years
294,Thompson / Okanagan,0.0294,8.7472,Stable,Stable or Increasing,Yearly,NA,10 Years
343,West Coast,0.2484,9.6964,Stable,Stable or Increasing,Yearly,NA,10 Years
296,Thompson / Okanagan,-0.014,4.2193,Stable,Stable or Increasing,Yearly,NA,10 Years
297,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
302,Thompson / Okanagan,0.0302,7.9864,Stable,Stable or Increasing,Yearly,NA,10 Years
304,West Coast,-0.7931,12.4576,Increasing,Stable or Increasing,Yearly,NA,10 Years
301,South Coast,-0.0472,17.7415,Stable,Stable or Increasing,Yearly,NA,10 Years
306,Kootenay / Boundary,0.0093,5.3739,Stable,Stable or Increasing,Yearly,NA,10 Years
333,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
313,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
309,Kootenay / Boundary,-0.0182,23.9069,Stable,Stable or Increasing,Yearly,NA,10 Years
311,Thompson / Okanagan,-0.1611,18.6443,Increasing,Stable or Increasing,Yearly,NA,10 Years
319,West Coast,-0.0013,15.0693,Stable,Stable or Increasing,Yearly,NA,10 Years
312,West Coast,0.0055,3.6196,Stable,Stable or Increasing,Yearly,NA,10 Years
318,West Coast,NA,NA,Stable,Stable or Increasing,Yearly,NA,10 Years
314,West Coast,-0.1757,6.7967,Increasing,Stable or Increasing,Yearly,NA,10 Years
494,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
341,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
329,West Coast,0.0076,5.8615,Stable,Stable or Increasing,Yearly,NA,10 Years
281,West Coast,-0.0387,6.1734,Stable,Stable or Increasing,Yearly,NA,10 Years
264,Thompson / Okanagan,-0.0388,29.7094,Stable,Stable or Increasing,Yearly,NA,10 Years
268,West Coast,0.0112,0.1578,Stable,Stable or Increasing,Yearly,NA,10 Years
332,Thompson / Okanagan,0.1278,17.3118,Large Rate of Decline,Large Rate of Decline,Yearly,NA,10 Years
447,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
334,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
337,West Coast,-0.0179,13.2472,Stable,Stable or Increasing,Yearly,NA,10 Years
340,West Coast,0.1494,21.1178,Stable,Stable or Increasing,Yearly,NA,10 Years
335,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
394,West Coast,-0.0213,12.1768,Stable,Stable or Increasing,Yearly,NA,10 Years
396,West Coast,-0.0215,1.5001,Stable,Stable or Increasing,Yearly,NA,10 Years
342,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
345,West Coast,-0.5299,56.2296,Increasing,Stable or Increasing,Yearly,NA,10 Years
347,Cariboo,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
348,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
422,Thompson / Okanagan,-0.1248,9.8781,Stable,Stable or Increasing,Yearly,NA,10 Years
349,South Coast,0.1276,2.232,Stable,Stable or Increasing,Yearly,NA,10 Years
351,West Coast,-0.0928,9.027,Increasing,Stable or Increasing,Yearly,NA,10 Years
356,Thompson / Okanagan,0.0506,7.0812,Stable,Stable or Increasing,Yearly,NA,10 Years
355,West Coast,-0.062,4.5575,Increasing,Stable or Increasing,Yearly,NA,10 Years
372,West Coast,-0.4475,58.4813,Stable,Stable or Increasing,Yearly,NA,10 Years
368,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
369,West Coast,0.02,1.3168,Stable,Stable or Increasing,Yearly,NA,10 Years
371,West Coast,-8e-4,4.56,Stable,Stable or Increasing,Yearly,NA,10 Years
359,South Coast,0.1089,29.6197,Stable,Stable or Increasing,Yearly,NA,10 Years
357,South Coast,0.0394,10.0877,Stable,Stable or Increasing,Yearly,NA,10 Years
354,South Coast,-0.0656,11.5491,Stable,Stable or Increasing,Yearly,NA,10 Years
353,South Coast,-0.0607,4.8934,Increasing,Stable or Increasing,Yearly,NA,10 Years
352,South Coast,0.0384,2.5391,Stable,Stable or Increasing,Yearly,NA,10 Years
361,South Coast,-0.4475,8.2025,Increasing,Stable or Increasing,Yearly,NA,10 Years
362,Kootenay / Boundary,0.0308,3.0293,Stable,Stable or Increasing,Yearly,NA,10 Years
363,Kootenay / Boundary,0.0013,8.1363,Stable,Stable or Increasing,Yearly,NA,10 Years
364,Cariboo,-0.079,53.1758,Stable,Stable or Increasing,Yearly,NA,10 Years
360,South Coast,-0.034,5.2324,Stable,Stable or Increasing,Yearly,NA,10 Years
388,West Coast,0.7112,9.4913,Large Rate of Decline,Large Rate of Decline,Yearly,NA,10 Years
373,West Coast,-0.046,3.4689,Stable,Stable or Increasing,Yearly,NA,10 Years
375,Thompson / Okanagan,-0,7.4509,Stable,Stable or Increasing,Yearly,NA,10 Years
365,Thompson / Okanagan,-0.0025,6.35,Stable,Stable or Increasing,Yearly,NA,10 Years
366,Thompson / Okanagan,-0.3391,4.3489,Stable,Stable or Increasing,Yearly,NA,10 Years
378,Omineca,-0.0245,34.4871,Stable,Stable or Increasing,Yearly,NA,10 Years
374,Cariboo,-0.0882,38.8568,Increasing,Stable or Increasing,Yearly,NA,10 Years
381,Thompson / Okanagan,0.0621,5.2472,Stable,Stable or Increasing,Yearly,NA,10 Years
464,Thompson / Okanagan,-0.0209,4.8724,Stable,Stable or Increasing,Yearly,NA,10 Years
383,West Coast,-0.0233,49.6736,Stable,Stable or Increasing,Yearly,NA,10 Years
384,Thompson / Okanagan,-0.0157,80.637,Stable,Stable or Increasing,Yearly,NA,10 Years
377,Skeena,0.0331,26.0208,Stable,Stable or Increasing,Yearly,NA,10 Years
395,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
387,Thompson / Okanagan,0.3952,4.0617,Stable,Stable or Increasing,Yearly,NA,10 Years
385,West Coast,0.0307,12.8769,Stable,Stable or Increasing,Yearly,NA,10 Years
386,Skeena,0.0212,1.1268,Stable,Stable or Increasing,Yearly,NA,10 Years
401,Thompson / Okanagan,0.0427,3.9094,Stable,Stable or Increasing,Yearly,NA,10 Years
402,Thompson / Okanagan,0.0675,11.6376,Stable,Stable or Increasing,Yearly,NA,10 Years
406,South Coast,0.041,2.6657,Stable,Stable or Increasing,Yearly,NA,10 Years
389,West Coast,-0.0131,3.0919,Stable,Stable or Increasing,Yearly,NA,10 Years
392,West Coast,-0.153,24.9853,Increasing,Stable or Increasing,Yearly,NA,10 Years
393,West Coast,-0.0416,8.382,Increasing,Stable or Increasing,Yearly,NA,10 Years
391,West Coast,0.3412,35.4854,Stable,Stable or Increasing,Yearly,NA,10 Years
405,Thompson / Okanagan,0.1437,17.1896,Stable,Stable or Increasing,Yearly,NA,10 Years
407,Thompson / Okanagan,0.0083,11.473,Stable,Stable or Increasing,Yearly,NA,10 Years
404,Thompson / Okanagan,0.0212,22.8003,Stable,Stable or Increasing,Yearly,NA,10 Years
403,Thompson / Okanagan,0.06,37.7571,Stable,Stable or Increasing,Yearly,NA,10 Years
390,West Coast,-0.073,29.2204,Stable,Stable or Increasing,Yearly,NA,10 Years
416,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
417,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
418,Northeast,0.0948,59.3127,Stable,Stable or Increasing,Yearly,NA,10 Years
420,Northeast,-0.0068,34.3477,Stable,Stable or Increasing,Yearly,NA,10 Years
409,Thompson / Okanagan,0.0923,11.1406,Stable,Stable or Increasing,Yearly,NA,10 Years
414,South Coast,0.1493,32.6933,Large Rate of Decline,Large Rate of Decline,Yearly,NA,10 Years
415,South Coast,0.1542,41.0575,Large Rate of Decline,Large Rate of Decline,Yearly,NA,10 Years
474,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
423,Thompson / Okanagan,-0.012,5.2436,Stable,Stable or Increasing,Yearly,NA,10 Years
400,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
411,Thompson / Okanagan,-0.6365,7.4881,Increasing,Stable or Increasing,Yearly,NA,10 Years
410,Thompson / Okanagan,-0.0146,4.6297,Stable,Stable or Increasing,Yearly,NA,10 Years
412,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
445,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
398,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
424,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
442,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
413,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
448,South Coast,0.013,2.7159,Stable,Stable or Increasing,Yearly,NA,10 Years
449,South Coast,0.0128,4.0239,Stable,Stable or Increasing,Yearly,NA,10 Years
425,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
426,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
427,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
428,West Coast,-0.0214,44.0966,Stable,Stable or Increasing,Yearly,NA,10 Years
429,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
430,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
431,West Coast,0.0042,19.6738,Stable,Stable or Increasing,Yearly,NA,10 Years
432,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
433,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
434,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
435,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
450,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
451,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
438,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
452,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
453,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
454,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
436,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
437,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
456,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
457,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
458,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
455,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
439,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
441,South Coast,0.0888,14.6762,Stable,Stable or Increasing,Yearly,NA,10 Years
460,South Coast,-0.037,83.6336,Stable,Stable or Increasing,Yearly,NA,10 Years
461,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
440,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
459,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
463,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
471,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
443,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
469,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
470,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
462,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
473,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
480,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
468,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
467,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
477,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
475,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
476,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
478,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
483,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
485,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
486,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
479,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
444,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
489,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
488,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
490,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
482,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
481,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
493,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Yearly,NA,10 Years
